date,tp,tn,op,cum_tp,cum_tn,cum_op
2022-08-13,6.663137193495383,40.395690755222354,9.686858904158118,522.018395537232,2136.3391931522383,187.28485524900364
2022-08-20,8.300071556800921,13.242871058865695,5.252113664722699,530.3184670940329,2149.582064211104,192.53696891372633
2022-08-25,2.3096189891551018,2.108203226003317,6.908904114193815,532.628086083188,2151.690267437107,199.44587302792013
2022-09-15,17.22636394882101,15.89873992364959,9.863750808409913,549.854450032009,2167.5890073607566,209.30962383633005
2022-09-17,3.2671399707285027,11.941186501474556,1.9868760443877853,553.1215900027375,2179.530193862231,211.29649988071785
2022-09-23,1.4096542422294853,3.9435111072941265,0.5711020795184155,554.5312442449671,2183.473704969525,211.86760196023627
2022-10-22,0.18275440804052168,0.3553403732952419,0.10254404986678066,554.7139986530076,2183.8290453428203,211.97014601010306
2022-10-31,2.071912082871645,6.016890748388057,0.6143159874357726,556.7859107358793,2189.8459360912084,212.58446199753882
2022-11-07,4.014910513289852,29.051712245691302,1.7577254027355218,560.8008212491691,2218.8976483368997,214.34218740027436
2022-12-07,5.050422886505026,29.48867102911961,1.7586559742177668,565.851244135674,2248.3863193660195,216.10084337449211
